(14.579249382019043, -84.78958892822266, -82.08597564697266)
(14.683310508728027, -85.32393646240234, -82.81636047363281)
(14.592494010925293, -85.34068298339844, -81.9275131225586)
(14.777848243713379, -84.36653137207031, -82.86076354980469)
(15.379518508911133, -83.70458984375, -83.71141052246094)
(15.958914756774902, -84.40021514892578, -84.42328643798828)
(15.251116752624512, -84.65713500976562, -83.62743377685547)
(15.561500549316406, -81.75202941894531, -84.72886657714844)
(16.281095504760742, -82.68312072753906, -85.48979187011719)
(15.794303894042969, -82.69422149658203, -84.44480895996094)
(15.9769926071167, -81.75204467773438, -85.70796203613281)
(15.561747550964355, -80.85597229003906, -85.72064208984375)
(16.067018508911133, -81.38494873046875, -86.5206298828125)
(15.750109672546387, -80.72625732421875, -86.53986358642578)
(15.41366195678711, -79.9803237915039, -86.4991683959961)
(15.934990882873535, -80.64248657226562, -87.3551025390625)
(15.488032341003418, -79.69384765625, -87.34918975830078)
(16.50385284423828, -80.52820587158203, -89.26692962646484)
(15.780390739440918, -79.81549072265625, -88.27618408203125)
(15.841381072998047, -79.43074035644531, -89.25930786132812)
(16.42317008972168, -80.99102783203125, -88.38148498535156)
(16.559297561645508, -81.75436401367188, -87.5323715209961)
(16.52220916748047, -82.34801483154297, -86.50794982910156)
(16.9486141204834, -82.63070678710938, -87.28131866455078)
(16.893295288085938, -83.43097686767578, -86.3116683959961)
(16.81267738342285, -85.25875091552734, -85.63998413085938)
(16.421842575073242, -86.50579071044922, -84.58257293701172)
(17.33663558959961, -75.99382781982422, -81.22051239013672)
(17.491535186767578, -75.45767974853516, -81.42011260986328)
(17.512998580932617, -74.9479751586914, -81.73318481445312)
(18.288909912109375, -74.42994689941406, -81.41801452636719)
(17.41270637512207, -74.65216064453125, -82.20091247558594)
(18.141347885131836, -73.87020874023438, -81.83111572265625)
(17.792224884033203, -73.86051940917969, -82.35958862304688)
(18.238794326782227, -73.23030853271484, -82.03934478759766)
(17.6107177734375, -73.59354400634766, -83.12979888916016)
(17.986949920654297, -72.69874572753906, -83.02672576904297)
(18.450960159301758, -72.54815673828125, -82.099365234375)
(18.573993682861328, -71.78053283691406, -82.3963394165039)
(18.267656326293945, -71.93831634521484, -83.1201171875)
(18.402856826782227, -71.00531005859375, -83.16361999511719)
(18.191551208496094, -71.92744445800781, -83.83943939208984)
(18.18680191040039, -70.97189331054688, -84.07968139648438)
(18.281494140625, -70.2696533203125, -84.08604431152344)
(18.094329833984375, -70.72541809082031, -84.7467041015625)
(18.14360237121582, -70.22761535644531, -85.0416259765625)
(18.482994079589844, -69.72116088867188, -84.71286010742188)
(18.377092361450195, -69.90876770019531, -85.49309539794922)
(18.058361053466797, -70.1827163696289, -85.66375732421875)
(18.201223373413086, -70.06155395507812, -85.94287872314453)
(18.094371795654297, -70.73170471191406, -85.58749389648438)
(18.621421813964844, -71.54345703125, -85.50816345214844)
(18.885793685913086, -72.5079574584961, -85.46173095703125)
(19.549285888671875, -72.71403503417969, -86.352783203125)
(18.778562545776367, -75.36042022705078, -85.85516357421875)
(19.278396606445312, -75.03417205810547, -86.4814682006836)
(18.795574188232422, -75.44091796875, -86.76881408691406)
(17.561790466308594, -76.38921356201172, -86.79634857177734)
(18.324525833129883, -75.7718734741211, -85.62998962402344)
(17.142053604125977, -76.25181579589844, -85.76255798339844)
(17.074325561523438, -75.543701171875, -84.68738555908203)
(17.317623138427734, -74.48941802978516, -84.0562973022461)
(18.193309783935547, -73.72345733642578, -84.60359954833984)
(17.692527770996094, -73.56048583984375, -83.9806900024414)
(18.1085147857666, -73.00389099121094, -84.4490966796875)
(17.877029418945312, -72.86402893066406, -83.82467651367188)
(18.3322811126709, -72.3839111328125, -84.67779541015625)
(18.280517578125, -71.48295593261719, -84.74205780029297)
(18.494823455810547, -72.89093780517578, -84.95291900634766)
(17.15227699279785, -74.56513977050781, -83.03662109375)
(16.546483993530273, -75.58361053466797, -83.8270034790039)
(16.65142250061035, -75.45243835449219, -82.9365005493164)
(16.6761531829834, -75.78672790527344, -82.03789520263672)
(16.75813865661621, -76.33106994628906, -81.36937713623047)
(16.23477554321289, -76.48202514648438, -81.72407531738281)
(16.39121437072754, -76.89309692382812, -81.18484497070312)
