(7.883468151092529, -71.7895278930664, -82.70821380615234)
(7.966451644897461, -72.69903564453125, -82.63504791259766)
(8.006213188171387, -73.59075164794922, -82.50373077392578)
(7.971396446228027, -75.41194915771484, -82.20946502685547)
(8.15589714050293, -76.44482421875, -81.34627532958984)
(10.692258834838867, -74.63238525390625, -88.35360717773438)
(10.89538288116455, -83.51817321777344, -87.21312713623047)
(10.126631736755371, -79.99662017822266, -79.47808837890625)
(9.161657333374023, -79.0528793334961, -80.26152801513672)
(9.917054176330566, -79.52786254882812, -80.27224731445312)
(9.816947937011719, -79.45516204833984, -80.97920989990234)
(9.436803817749023, -79.00218963623047, -81.07958984375)
(9.066817283630371, -78.2251205444336, -80.49290466308594)
(9.679737091064453, -78.11221313476562, -81.32593536376953)
(8.988607406616211, -77.21018981933594, -80.70663452148438)
(9.440281867980957, -77.16885375976562, -81.39766693115234)
(9.05811595916748, -76.43114471435547, -81.33110809326172)
(9.468213081359863, -76.43494415283203, -82.25208282470703)
(8.99230670928955, -75.53915405273438, -82.139404296875)
(9.154349327087402, -74.83686065673828, -83.07682800292969)
(8.550713539123535, -74.614013671875, -82.71238708496094)
(9.573493957519531, -75.51774597167969, -83.10029602050781)
(8.832079887390137, -73.5624771118164, -83.18905639648438)
(9.133997917175293, -72.95319366455078, -84.06734466552734)
(8.717612266540527, -72.81962585449219, -83.46543884277344)
(9.360828399658203, -73.63540649414062, -84.0849609375)
(8.526494979858398, -72.0464859008789, -83.59187316894531)
(8.823746681213379, -71.60865020751953, -84.32859802246094)
(8.595847129821777, -70.94076538085938, -83.5411148071289)
(9.025384902954102, -70.55247497558594, -84.10530853271484)
(8.841642379760742, -69.85623168945312, -83.14744567871094)
(9.56313419342041, -69.63722229003906, -84.2244873046875)
(9.606891632080078, -68.67284393310547, -83.2617416381836)
(9.621174812316895, -67.9242935180664, -82.73278045654297)
(9.838711738586426, -67.22624969482422, -82.61908721923828)
(10.07977294921875, -66.46055603027344, -82.63607025146484)
(10.002795219421387, -65.61909484863281, -82.6898193359375)
(10.164012908935547, -64.70555877685547, -82.75981140136719)
(10.254793167114258, -63.80738067626953, -82.78533172607422)
(11.287144660949707, -54.56932067871094, -82.22618865966797)
(11.08796215057373, -55.455657958984375, -82.3937759399414)
(10.98415756225586, -56.15778350830078, -82.37117004394531)
(10.822619438171387, -57.108154296875, -82.41747283935547)
(11.247194290161133, -56.510101318359375, -81.79190063476562)
(11.16210651397705, -57.42390060424805, -81.75828552246094)
(11.058298110961914, -58.33183288574219, -81.69967651367188)
(10.999723434448242, -59.217124938964844, -81.66929626464844)
(10.613792419433594, -59.774810791015625, -82.17570495605469)
(10.938694953918457, -60.103240966796875, -81.6451644897461)
(10.947578430175781, -60.79612731933594, -81.74690246582031)
(11.511856079101562, -60.82131576538086, -81.65767669677734)
(11.902608871459961, -61.62727355957031, -82.322998046875)
(11.659900665283203, -62.61288070678711, -82.46292877197266)
(10.808565139770508, -62.66276550292969, -82.3717269897461)
(11.474716186523438, -63.33999252319336, -82.67185974121094)
(10.860919952392578, -63.60952377319336, -82.43030548095703)
(11.599924087524414, -63.82128143310547, -83.15573120117188)
(11.42668342590332, -64.40660095214844, -83.17373657226562)
(10.765918731689453, -64.49589538574219, -82.53507232666016)
(11.099358558654785, -65.08335876464844, -83.17884063720703)
(10.632665634155273, -65.36750030517578, -82.63619995117188)
(10.886505126953125, -65.94538116455078, -83.21163940429688)
(10.53425407409668, -66.05448913574219, -82.76654815673828)
(10.59449577331543, -66.50760650634766, -83.19815826416016)
(10.949706077575684, -66.12020111083984, -83.94818878173828)
(10.67005729675293, -66.89977264404297, -84.01172637939453)
(10.375578880310059, -67.18208312988281, -83.21210479736328)
(10.472796440124512, -67.89177703857422, -84.08384704589844)
(10.779559135437012, -67.0942153930664, -84.89862060546875)
(10.73365592956543, -67.83307647705078, -85.05143737792969)
(10.539424896240234, -68.49449920654297, -84.98473358154297)
(10.840069770812988, -68.02203369140625, -85.80351257324219)
(10.720908164978027, -68.72047424316406, -85.9230728149414)
(10.460070610046387, -68.93634033203125, -85.36007690429688)
(10.201966285705566, -69.61961364746094, -85.7564926147461)
(10.445457458496094, -69.53450012207031, -86.66051483154297)
(10.794013977050781, -68.67697143554688, -86.67410278320312)
(10.829235076904297, -70.5052490234375, -86.829345703125)
(11.696211814880371, -70.69342803955078, -86.69344329833984)
(11.742152214050293, -69.97977447509766, -86.7733154296875)
(10.632904052734375, -71.18463134765625, -86.45047760009766)
(10.92888355255127, -71.58463287353516, -86.82357788085938)
(10.630846977233887, -71.82777404785156, -86.23046112060547)
(10.57553768157959, -72.70748901367188, -85.81973266601562)
(10.901097297668457, -72.72444152832031, -86.7137222290039)
(11.00273323059082, -73.72599029541016, -86.12004852294922)
(11.079894065856934, -73.61085510253906, -86.82785034179688)
(11.632795333862305, -74.38753509521484, -86.59008026123047)
(11.182511329650879, -74.42312622070312, -85.83336639404297)
(11.14358139038086, -75.1141357421875, -85.92436981201172)
(11.517104148864746, -76.58634948730469, -85.81351470947266)
(10.839217185974121, -76.51215362548828, -84.90289306640625)
(11.598502159118652, -77.38882446289062, -84.98588562011719)
(10.8920259475708, -77.44718170166016, -84.2783432006836)
(11.614727973937988, -78.34710693359375, -84.18626403808594)
(11.074235916137695, -78.40763092041016, -83.88328552246094)
(11.63221549987793, -78.8238296508789, -83.4369888305664)
(11.195778846740723, -79.2279052734375, -83.30731201171875)
(11.903139114379883, -79.52287292480469, -83.13280487060547)
(11.346149444580078, -79.75741577148438, -82.9659652709961)
(11.393232345581055, -79.7833251953125, -82.88792419433594)
(11.031753540039062, -83.72578430175781, -77.7365951538086)
(11.808473587036133, -83.68709564208984, -76.9882583618164)
(11.064651489257812, -82.87382507324219, -78.01390838623047)
(11.895440101623535, -82.8294906616211, -77.71633911132812)
(10.899649620056152, -81.94813537597656, -78.51439666748047)
(11.6124849319458, -81.98090362548828, -78.62545776367188)
(10.823022842407227, -81.01811218261719, -78.85452270507812)
(10.680244445800781, -80.56694030761719, -79.38973999023438)
(11.068798065185547, -81.03643798828125, -79.53591918945312)
(10.612162590026855, -80.54151916503906, -80.05500030517578)
(11.033503532409668, -81.16053009033203, -80.38159942626953)
(11.412327766418457, -81.57940673828125, -80.02803039550781)
(11.391301155090332, -81.49951934814453, -79.26426696777344)
(11.36557674407959, -81.61034393310547, -80.94949340820312)
(10.974102973937988, -81.22528839111328, -81.25423431396484)
(12.16964340209961, -80.93629455566406, -82.5867691040039)
(10.465986251831055, -80.67860412597656, -81.9159927368164)
(10.490299224853516, -80.60731506347656, -80.91899108886719)
(10.124568939208984, -80.09732055664062, -81.29312133789062)
(10.123526573181152, -80.18910217285156, -82.05883026123047)
(9.647012710571289, -79.35325622558594, -81.9854736328125)
(9.607895851135254, -77.95869445800781, -82.82568359375)
(9.92643928527832, -78.12338256835938, -81.9591293334961)
(9.690848350524902, -77.51786041259766, -82.11555480957031)
(9.583609580993652, -77.14469146728516, -82.99065399169922)
(9.621135711669922, -76.02924346923828, -83.17815399169922)
(9.942192077636719, -75.41050720214844, -84.0356674194336)
(9.837246894836426, -75.87340545654297, -84.09800720214844)
(9.47012710571289, -74.74176788330078, -83.7859878540039)
(10.09685230255127, -74.59048461914062, -84.78973388671875)
(10.611220359802246, -73.84195709228516, -85.43704223632812)
(9.930035591125488, -73.3924560546875, -84.83454895019531)
(10.750185012817383, -74.70633697509766, -85.32550048828125)
(10.37564754486084, -75.41603088378906, -84.82062530517578)
(10.739768028259277, -75.50333404541016, -85.36653900146484)
(9.79084300994873, -72.69680786132812, -85.100830078125)
(10.263786315917969, -71.728759765625, -85.74686431884766)
(9.813919067382812, -71.77129364013672, -85.50466918945312)
(9.567702293395996, -70.74910736083984, -85.16105651855469)
(10.184189796447754, -70.91309356689453, -86.02714538574219)
(9.88793659210205, -69.69551086425781, -85.00675201416016)
(10.194068908691406, -69.09911346435547, -84.9012222290039)
(10.090276718139648, -68.75782775878906, -84.21834564208984)
(9.348746299743652, -71.41084289550781, -85.1558609008789)
(10.25656509399414, -80.0212631225586, -80.41799926757812)
(12.173049926757812, -80.77497100830078, -82.97178649902344)
(11.798675537109375, -82.2447738647461, -81.96923828125)
(12.060839653015137, -82.80319213867188, -82.96963500976562)
(12.309450149536133, -83.28589630126953, -82.04205322265625)
(12.376022338867188, -83.23729705810547, -80.9144515991211)
(12.51363754272461, -83.294677734375, -80.02823638916016)
(12.9779691696167, -84.6131362915039, -80.02027893066406)
(13.236608505249023, -85.47178649902344, -78.42500305175781)
(13.180627822875977, -84.59090423583984, -78.4192123413086)
(13.15986442565918, -84.55156707763672, -77.55538177490234)
(12.97192668914795, -83.82181549072266, -78.39730834960938)
(12.97132396697998, -83.79933166503906, -77.55657958984375)
(12.650507926940918, -83.19157409667969, -78.24288177490234)
(12.619385719299316, -83.27943420410156, -77.53162384033203)
(12.639910697937012, -83.66539001464844, -76.89287567138672)
(12.612387657165527, -83.24463653564453, -79.13420867919922)
(12.902420997619629, -83.9219741821289, -79.35267639160156)
(13.12082576751709, -84.7141342163086, -79.18673706054688)
(13.183232307434082, -85.48258209228516, -79.30122375488281)
(12.192974090576172, -82.77960968017578, -80.43630981445312)
(12.12949275970459, -82.77729797363281, -81.35165405273438)
(11.78184986114502, -82.1776351928711, -81.15801239013672)
(11.826196670532227, -82.17503356933594, -80.23605346679688)
(12.25874137878418, -82.74893951416016, -79.52242279052734)
(11.832298278808594, -82.13424682617188, -79.35208892822266)
(12.257397651672363, -82.68010711669922, -78.64328002929688)
(11.626049995422363, -82.20220947265625, -84.6087417602539)
(11.681140899658203, -82.16155242919922, -83.84635925292969)
(11.656929969787598, -80.16777038574219, -82.71946716308594)
(12.07703685760498, -80.14788055419922, -83.16581726074219)
(10.924704551696777, -81.8246078491211, -87.36524963378906)
(11.040868759155273, -80.9303207397461, -86.55592346191406)
(11.310382843017578, -75.18498229980469, -87.4076919555664)
(11.321724891662598, -74.45508575439453, -87.52940368652344)
(11.048501014709473, -73.7517318725586, -87.46965789794922)
(10.944486618041992, -72.69042205810547, -87.5449447631836)
(11.628960609436035, -71.34923553466797, -87.51697540283203)
(12.999241828918457, -67.28775024414062, -90.2162094116211)
(13.008674621582031, -68.17505645751953, -89.26610565185547)
(12.83927059173584, -69.98359680175781, -88.28084564208984)
(13.079856872558594, -70.70126342773438, -87.64002990722656)
(13.314263343811035, -71.41975402832031, -86.75044250488281)
(13.41860580444336, -71.75624084472656, -87.05660247802734)
(13.044791221618652, -70.75798797607422, -86.90916442871094)
(12.717658996582031, -71.74832916259766, -86.78291320800781)
(13.501792907714844, -71.98568725585938, -86.5932846069336)
(13.319141387939453, -71.68279266357422, -86.54535675048828)
(13.54875373840332, -71.83480834960938, -86.7533950805664)
(13.028125762939453, -69.99864196777344, -87.49597930908203)
(12.958083152770996, -70.16643524169922, -86.93096160888672)
(12.781996726989746, -69.8921127319336, -86.82302856445312)
(12.78903865814209, -69.38538360595703, -87.56278228759766)
(12.484540939331055, -68.97618865966797, -87.58850860595703)
(12.819162368774414, -68.41548919677734, -88.50494384765625)
(12.516313552856445, -67.9906997680664, -88.50054168701172)
(12.816715240478516, -69.0632553100586, -88.33650207519531)
(12.788960456848145, -67.49639129638672, -89.40381622314453)
(12.563416481018066, -67.06888580322266, -89.37635040283203)
(13.48422908782959, -66.25791931152344, -90.388427734375)
(12.523038864135742, -66.30325317382812, -89.89448547363281)
(12.742608070373535, -65.85871887207031, -90.27729034423828)
(13.4867582321167, -65.22100067138672, -90.5943832397461)
(12.591548919677734, -65.46609497070312, -90.63365936279297)
(12.68915843963623, -64.54097747802734, -91.31644439697266)
(13.624098777770996, -64.27816009521484, -91.06015014648438)
(13.454972267150879, -63.70553970336914, -91.52114868164062)
(12.856518745422363, -63.59703063964844, -92.21644592285156)
(13.731303215026855, -63.11534118652344, -92.06171417236328)
(13.535908699035645, -62.75187683105469, -92.90509033203125)
(12.870972633361816, -62.826812744140625, -93.00708770751953)
(12.756258964538574, -62.534873962402344, -93.67476654052734)
(13.833353996276855, -62.10479736328125, -94.13469696044922)
(12.725295066833496, -62.51921463012695, -94.67601013183594)
(13.544142723083496, -61.914955139160156, -95.12190246582031)
(14.238164901733398, -61.19248962402344, -95.0401382446289)
(11.449129104614258, -62.564510345458984, -93.58379364013672)
(11.933366775512695, -62.01437759399414, -92.82743072509766)
(11.11801528930664, -61.41905975341797, -92.0746841430664)
(12.125144958496094, -61.039154052734375, -91.98622131347656)
(11.814165115356445, -61.31245040893555, -90.97003173828125)
(10.943246841430664, -61.64864730834961, -91.34700012207031)
(11.619845390319824, -61.924190521240234, -91.34562683105469)
(11.231969833374023, -61.004154205322266, -91.48703002929688)
(10.91773509979248, -62.3196907043457, -91.15315246582031)
(10.627033233642578, -62.818946838378906, -90.88001251220703)
(11.150160789489746, -62.576053619384766, -91.36006164550781)
(10.686278343200684, -63.1594352722168, -90.5821304321289)
(10.8992919921875, -63.4084358215332, -91.29352569580078)
(10.756138801574707, -63.693763732910156, -90.32157897949219)
(10.885639190673828, -64.48161315917969, -90.29981231689453)
(11.148171424865723, -64.53427124023438, -91.36112976074219)
(11.880871772766113, -65.3066177368164, -91.05455780029297)
(11.07602310180664, -65.28860473632812, -90.48629760742188)
(11.886589050292969, -66.0839614868164, -90.23643493652344)
(10.758893013000488, -65.03977966308594, -89.4468994140625)
(11.668594360351562, -66.6594009399414, -89.7242202758789)
(11.859992980957031, -66.82842254638672, -89.4603500366211)
(11.851208686828613, -67.65355682373047, -88.7593002319336)
(11.937156677246094, -67.19769287109375, -89.13227081298828)
(10.618803024291992, -66.47982788085938, -88.4295883178711)
